Id,SalePrice
1461,124196.82812109381
1462,164216.96959602073
1463,178199.27799511096
1464,182333.33634727466
1465,204142.15364052713
1466,177345.4939458802
1467,164199.22147571042
1468,163721.10947088306
1469,186284.84891942
1470,126652.27643197677
1471,204417.42562051228
1472,97375.22536932828
1473,95322.95036558466
1474,150529.6089396126
1475,135950.36590189347
1476,419014.93959688814
1477,254619.1307982885
1478,306999.41805076203
1479,285312.48638677987
1480,475426.8422639424
1481,318950.73461537954
1482,213042.9977210974
1483,170753.3943788401
1484,173578.91974115418
1485,183785.66428334892
1486,192060.1384476826
1487,354443.15397545573
1488,235973.46132253224
1489,204076.8998155917
1490,227153.39351181488
1491,189703.92494821482
1492,89508.79299691065
1493,186144.6207135418
1494,302210.0891380102
1495,295233.67303536343
1496,226567.14955310753
1497,179891.0217981517
1498,165336.19278171172
1499,169856.228792839
1500,147632.01170453825
1501,162741.1273490625
1502,158176.0680125624
1503,284529.35594297823
1504,225686.1501099043
1505,217471.2180500281
1506,189215.4997800422
1507,236437.8450419764
1508,198800.1110343936
1509,165640.90478809856
1510,145624.543286893
1511,146324.40175115888
1512,178674.09668657742
1513,143246.62571718547
1514,172621.35101165174
1515,197739.3187833372
1516,167796.4542832753
1517,151623.51263031008
1518,139987.34209589913
1519,224945.8827543572
1520,135449.6238651042
1521,136751.42236448044
1522,166586.94677224674
1523,104402.34643452863
1524,125440.96233134037
1525,124524.28416669606
1526,123801.27390122788
1527,106993.43660576966
1528,134047.50875141565
1529,146900.56115231843
1530,181066.18517709733
1531,112908.45224609322
1532,108099.51276511548
1533,153743.90138754065
1534,120839.23247189481
1535,155992.0968114246
1536,112295.72162452393
1537,76386.63984215359
1538,181376.5365678793
1539,210388.25859578638
1540,100268.49332361636
1541,143151.49274657815
1542,126913.78672499007
1543,235144.19875556984
1544,86709.1463906172
1545,106094.78049129306
1546,126706.31367975935
1547,125328.53742259934
1548,131133.9532763844
1549,120433.03200064068
1550,140881.33145196593
1551,114714.46569038449
1552,131591.60032110894
1553,151135.9789886864
1554,108379.94586369154
1555,167115.09274906185
1556,88693.14962609144
1557,107532.63615639019
1558,91503.34819917675
1559,82080.34876351953
1560,147205.61234035593
1561,141155.41635138498
1562,129175.62770911916
1563,120920.86161389759
1564,159287.95710359392
1565,144460.49763589233
1566,218984.2467110626
1567,69648.31740514292
1568,213985.3686798554
1569,147250.775219284
1570,130775.30615956115
1571,128215.26022594479
1572,150310.31135709066
1573,251627.33571497953
1574,120909.33276491975
1575,219603.1587960198
1576,216471.87401799276
1577,194152.01419937907
1578,145976.14389082586
1579,145293.72191996852
1580,196391.8865068941
1581,146117.09893555468
1582,131427.8523762008
1583,335648.2337138887
1584,226312.2380583285
1585,138306.29074493793
1586,80104.46693481413
1587,99515.43786780682
1588,143083.36216563615
1589,101549.3573393181
1590,133199.78611408014
1591,97205.35343032233
1592,119674.29042677289
1593,134228.64732327807
1594,109097.12904392368
1595,114945.31479922909
1596,233828.45128648914
1597,181481.3415780524
1598,203782.92650838138
1599,200297.47045115306
1600,196897.91195023622
1601,85613.80923425697
1602,111885.04819423186
1603,85000.96143912346
1604,278717.19466083904
1605,242744.7520122085
1606,163067.51427505736
1607,180859.1482318473
1608,219072.0782401294
1609,199914.6979317448
1610,152895.3116429095
1611,139267.48435874732
1612,174698.16166756983
1613,155756.8291313598
1614,125748.23579835417
1615,88542.83574205232
1616,70979.8721521807
1617,89217.27640189863
1618,127285.29709454502
1619,134189.32561717727
1620,152727.4935620832
1621,128189.8696428287
1622,142920.98457670488
1623,297856.98798859527
1624,211374.41415004525
1625,128519.42927675787
1626,169012.94853833187
1627,187521.00267028992
1628,275659.67099384416
1629,185407.86218460635
1630,389876.222975436
1631,220480.53261895888
1632,246360.70304570885
1633,174233.1027072673
1634,180275.59070998125
1635,181909.5987697835
1636,153213.79022386263
1637,183109.8456249112
1638,210736.98489126828
1639,179362.54973009447
1640,253701.1637182768
1641,185273.36216336343
1642,214544.3179257929
1643,215190.20101605976
1644,220921.61273026335
1645,187888.18956785562
1646,155975.11818345767
1647,168968.30808983042
1648,131478.14610374992
1649,137838.73480425592
1650,116381.8136546343
1651,128604.03589666096
1652,102287.46094617395
1653,98783.52474377336
1654,157486.66753881864
1655,159886.6670671985
1656,145556.7057635188
1657,151262.95589838285
1658,150882.54384421255
1659,145859.1215655242
1660,155472.69161393715
1661,443331.5917676003
1662,447863.4780288161
1663,393328.9728173847
1664,436339.2756356741
1665,314849.4479523844
1666,323010.2775005181
1667,378095.06610347464
1668,333315.5730697458
1669,305396.40277072706
1670,382883.49118283705
1671,248927.63092116403
1672,448332.04985338147
1673,291452.9774118044
1674,239700.18934220052
1675,179357.69405302592
1676,181531.36798502682
1677,210355.7221703265
1678,451374.9832333407
1679,390435.44459693524
1680,327937.4151658551
1681,266770.50838639506
1682,283713.94567431964
1683,178635.43366247928
1684,178092.18619545177
1685,169244.19592656384
1686,177911.00042501782
1687,172594.65827190003
1688,181333.31349783397
1689,186386.2171819081
1690,183590.23284485185
1691,178963.68447213506
1692,276808.13109791785
1693,174733.79090793972
1694,178824.47819825076
1695,170747.92870928635
1696,276193.00606809027
1697,174092.8747623816
1698,378922.8045664083
1699,315980.01982252754
1700,240204.09712280525
1701,259250.95531030087
1702,265719.6428586515
1703,248147.4240711074
1704,304805.81604011694
1705,237812.2711813972
1706,456521.7912408529
1707,218491.1115500362
1708,202810.35195296016
1709,322224.7915509454
1710,222468.30078324623
1711,254206.95272463775
1712,256321.4001077372
1713,257915.25933990683
1714,216146.05282844277
1715,201118.0647319671
1716,187621.05615723904
1717,182996.12180847995
1718,137979.09003903254
1719,197519.8761296934
1720,242948.63999852983
1721,179373.97993808333
1722,139527.83981909548
1723,156983.42762592545
1724,220549.68303247515
1725,240422.92634015085
1726,186735.7133783933
1727,154985.79663647013
1728,190160.67259600843
1729,159164.00519040046
1730,169106.32622889074
1731,117476.79491232224
1732,133710.55711820337
1733,119526.49320268625
1734,126369.94369352715
1735,137299.3892085369
1736,111125.22447684308
1737,344561.72347742564
1738,207745.00907631908
1739,286927.120213333
1740,217481.73311479803
1741,183306.3245358162
1742,161567.41246763337
1743,169384.17411538045
1744,306248.33014930686
1745,206653.999427528
1746,226597.16946665503
1747,224029.4216341219
